"data";"valor"
"01/01/2012";"1087,59"
"01/01/2013";"1172,80"
"01/01/2014";"1141,12"
"01/01/2015";"1141,94"
"01/01/2016";"1067,72"
"01/01/2017";"942,14"
"01/01/2018";"919,20"
"01/01/2019";"971,26"
