"data";"valor"
"01/01/2016";"44,5"
"01/04/2016";"45,3"
"01/07/2016";"44,6"
"01/10/2016";"45,1"
"01/01/2017";"45,1"
"01/04/2017";"49,6"
"01/07/2017";"60,8"
"01/10/2017";"64,3"
"01/01/2018";"70,9"
"01/04/2018";"80,0"
"01/07/2018";"96,4"
"01/10/2018";"103,7"
"01/01/2019";"112,8"
"01/04/2019";"129,3"
"01/07/2019";"145,8"
"01/10/2019";"158,8"
"01/01/2020";"173,2"
"01/04/2020";"135,7"
"01/07/2020";"136,4"
"01/10/2020";"165,5"
"01/01/2021";"203,4"
