"data";"valor"
"01/01/2016";"2,5"
"01/04/2016";"2,6"
"01/07/2016";"0,8"
"01/10/2016";"0,7"
"01/01/2017";"0,7"
"01/04/2017";"0,5"
"01/07/2017";"0,4"
"01/10/2017";"0,5"
"01/01/2018";"0,4"
"01/04/2018";"0,9"
"01/07/2018";"1,1"
"01/10/2018";"1,1"
"01/01/2019";"1,3"
"01/04/2019";"1,0"
"01/07/2019";"0,6"
"01/10/2019";"0,5"
"01/01/2020";"0,5"
"01/04/2020";"0,8"
"01/07/2020";"0,6"
"01/10/2020";"0,5"
"01/01/2021";"0,6"
